Year,CountryName,Region,IncomeGroup,NoOfVisitors
2009,Sri Lanka,South Asia,Lower middle income,448000
2009,Lower middle income,Others,Others,88236517
2009,Low & middle income,Others,Others,321557230
2009,Lesotho,Sub-Saharan Africa,Lower middle income,344000
2009,Lithuania,Europe & Central Asia,High income,1341000
2009,Luxembourg,Europe & Central Asia,High income,847000
2009,Latvia,Europe & Central Asia,High income,1323000
2009,"Macao SAR, China",East Asia & Pacific,High income,10402000
2009,St. Martin (French part),Latin America & Caribbean,High income,0
2009,Morocco,Middle East & North Africa,Lower middle income,8341000
2009,Monaco,Europe & Central Asia,High income,265000
2009,Moldova,Europe & Central Asia,Lower middle income,7000
2009,Madagascar,Sub-Saharan Africa,Low income,163000
2009,Maldives,South Asia,Upper middle income,656000
2009,Middle East & North Africa (all income levels),Others,Others,88382116
2009,Mexico,Latin America & Caribbean,Upper middle income,22346000
2009,Marshall Islands,East Asia & Pacific,Upper middle income,5400
2009,Middle income,Others,Others,305839042
2009,"Macedonia, FYR",Europe & Central Asia,Upper middle income,259000
2009,Mali,Sub-Saharan Africa,Low income,160000
2009,Malta,Middle East & North Africa,High income,1182000
2009,Myanmar,East Asia & Pacific,Lower middle income,763000
2009,Middle East & North Africa (developing only),Others,Others,49271746
2009,Montenegro,Europe & Central Asia,Upper middle income,1044000
2009,Mongolia,East Asia & Pacific,Upper middle income,433000
2009,Northern Mariana Islands,East Asia & Pacific,High income,345000
2009,Mozambique,Sub-Saharan Africa,Low income,1461000
2009,Mauritania,Sub-Saharan Africa,Lower middle income,0
2009,Mauritius,Sub-Saharan Africa,Upper middle income,871000
2009,Malawi,Sub-Saharan Africa,Low income,755000
2009,Malaysia,East Asia & Pacific,Upper middle income,23646000
2009,North America,Others,Others,71076000
2009,Namibia,Sub-Saharan Africa,Upper middle income,980000
2009,New Caledonia,East Asia & Pacific,High income,99000
2009,Niger,Sub-Saharan Africa,Low income,66000
2009,Nigeria,Sub-Saharan Africa,Lower middle income,1414000
2009,Nicaragua,Latin America & Caribbean,Lower middle income,932000
2009,Netherlands,Europe & Central Asia,High income,9921000
2009,High income: nonOECD,Others,Others,126507249
2009,Norway,Europe & Central Asia,High income,4346000
2009,Nepal,South Asia,Low income,510000
2009,New Zealand,East Asia & Pacific,High income,2373000
2009,High income: OECD,Others,Others,459453000
2009,OECD members,Others,Others,511986000
2009,Oman,Middle East & North Africa,High income,1521000
2009,Other small states,Others,Others,7906864
2009,Pakistan,South Asia,Lower middle income,855000
2009,Panama,Latin America & Caribbean,Upper middle income,1200000
2009,Peru,Latin America & Caribbean,Upper middle income,2140000
2009,Philippines,East Asia & Pacific,Lower middle income,3017000
2009,Palau,East Asia & Pacific,Upper middle income,72000
2009,Papua New Guinea,East Asia & Pacific,Lower middle income,121000
2009,Poland,Europe & Central Asia,High income,11890000
2009,Puerto Rico,Latin America & Caribbean,High income,3183000
2009,"Korea, Dem. People’s Rep.",East Asia & Pacific,Low income,0
2009,Portugal,Europe & Central Asia,High income,6439000
2009,Paraguay,Latin America & Caribbean,Upper middle income,439000
2009,Pacific island small states,Others,Others,960200
2009,French Polynesia,East Asia & Pacific,High income,160000
2009,Qatar,Middle East & North Africa,High income,1482000
2009,Romania,Europe & Central Asia,Upper middle income,7575000
2009,Russian Federation,Europe & Central Asia,High income,21339000
2009,Rwanda,Sub-Saharan Africa,Low income,502000
2009,South Asia,Others,Others,8086403
2009,Saudi Arabia,Middle East & North Africa,High income,10897000
2009,Sudan,Sub-Saharan Africa,Lower middle income,420000
2009,Senegal,Sub-Saharan Africa,Lower middle income,810000
2009,Singapore,East Asia & Pacific,High income,7488000
2009,Solomon Islands,East Asia & Pacific,Lower middle income,18300
2009,Sierra Leone,Sub-Saharan Africa,Low income,37000
2009,El Salvador,Latin America & Caribbean,Lower middle income,1091000
2009,San Marino,Europe & Central Asia,High income,151000
2009,Somalia,Sub-Saharan Africa,Low income,0
2009,Serbia,Europe & Central Asia,Upper middle income,645000
2009,Sub-Saharan Africa (developing only),Others,Others,28931419
2009,South Sudan,Sub-Saharan Africa,Low income,0
2009,Sub-Saharan Africa (all income levels),Others,Others,29121545
2009,Small states,Others,Others,14359787
2009,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,15000
2009,Suriname,Latin America & Caribbean,Upper middle income,151000
2009,Slovak Republic,Europe & Central Asia,High income,5298000
2009,Slovenia,Europe & Central Asia,High income,1824000
2009,Sweden,Europe & Central Asia,High income,4899000
2009,Swaziland,Sub-Saharan Africa,Lower middle income,908000
2009,Sint Maarten (Dutch part),Latin America & Caribbean,High income,440000
2009,Seychelles,Sub-Saharan Africa,High income,158000
2009,Syrian Arab Republic,Middle East & North Africa,Lower middle income,6092000
2009,Turks and Caicos Islands,Latin America & Caribbean,High income,351000
2009,Chad,Sub-Saharan Africa,Low income,70000
2009,Togo,Sub-Saharan Africa,Low income,150000
2009,Thailand,East Asia & Pacific,Upper middle income,14150000
2009,Tajikistan,Europe & Central Asia,Lower middle income,207000
2009,Turkmenistan,Europe & Central Asia,Upper middle income,0
2009,Timor-Leste,East Asia & Pacific,Lower middle income,44000
2009,Tonga,East Asia & Pacific,Upper middle income,46000
2009,Trinidad and Tobago,Latin America & Caribbean,High income,419000
2009,Tunisia,Middle East & North Africa,Upper middle income,6901000
2009,Turkey,Europe & Central Asia,Upper middle income,30187000
2009,Tuvalu,East Asia & Pacific,Upper middle income,1600
2009,Tanzania,Sub-Saharan Africa,Low income,695000
2009,Uganda,Sub-Saharan Africa,Low income,807000
2009,Ukraine,Europe & Central Asia,Lower middle income,20798000
2009,Upper middle income,Others,Others,217368077
2009,Uruguay,Latin America & Caribbean,High income,2055000
2009,United States,North America,High income,55103000
2009,Uzbekistan,Europe & Central Asia,Lower middle income,1215000
2009,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,75000
2009,"Venezuela, RB",Latin America & Caribbean,High income,562000
2009,Virgin Islands (U.S.),Latin America & Caribbean,High income,563000
2009,Vietnam,East Asia & Pacific,Lower middle income,3747000
2009,Vanuatu,East Asia & Pacific,Lower middle income,101000
2009,West Bank and Gaza,Middle East & North Africa,Lower middle income,396000
2009,World,Others,Others,918907755
2009,Samoa,East Asia & Pacific,Lower middle income,122000
2009,"Yemen, Rep.",Middle East & North Africa,Lower middle income,1028000
2009,South Africa,Sub-Saharan Africa,Upper middle income,7012000
2009,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,53000
2009,Zambia,Sub-Saharan Africa,Lower middle income,710000
2009,Zimbabwe,Sub-Saharan Africa,Low income,2017000
2010,Aruba,Latin America & Caribbean,High income,824000
2010,Andorra,Europe & Central Asia,High income,1808000
2010,Afghanistan,South Asia,Low income,0
2010,Angola,Sub-Saharan Africa,Upper middle income,425000
2010,Albania,Europe & Central Asia,Upper middle income,2191000
2010,Arab World,Others,Others,100280597
2010,United Arab Emirates,Middle East & North Africa,High income,0
2010,Argentina,Latin America & Caribbean,High income,5325000
2010,Armenia,Europe & Central Asia,Lower middle income,684000
2010,American Samoa,East Asia & Pacific,Upper middle income,23100
2010,Antigua and Barbuda,Latin America & Caribbean,High income,230000
2010,Australia,East Asia & Pacific,High income,5790000
2010,Austria,Europe & Central Asia,High income,22004000
2010,Azerbaijan,Europe & Central Asia,Upper middle income,1280000
2010,Burundi,Sub-Saharan Africa,Low income,142000
2010,Belgium,Europe & Central Asia,High income,7186000
2010,Benin,Sub-Saharan Africa,Low income,199000
2010,Burkina Faso,Sub-Saharan Africa,Low income,274000
2010,Bangladesh,South Asia,Lower middle income,303000
2010,Bulgaria,Europe & Central Asia,Upper middle income,6047000
2010,Bahrain,Middle East & North Africa,High income,11952000
2010,"Bahamas, The",Latin America & Caribbean,High income,1370000
2010,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,365000
2010,Belarus,Europe & Central Asia,Upper middle income,120000
2010,Belize,Latin America & Caribbean,Upper middle income,242000
2010,Bermuda,North America,High income,232000
2010,Bolivia,Latin America & Caribbean,Lower middle income,679000
2010,Brazil,Latin America & Caribbean,Upper middle income,5161000
2010,Barbados,Latin America & Caribbean,High income,532000
2010,Brunei Darussalam,East Asia & Pacific,High income,214000
2010,Bhutan,South Asia,Lower middle income,41000
2010,Botswana,Sub-Saharan Africa,Upper middle income,1973000
2010,Central African Republic,Sub-Saharan Africa,Low income,54000
2010,Canada,North America,High income,16219000
2010,Central Europe and the Baltics,Others,Others,65801000
2010,Switzerland,Europe & Central Asia,High income,8628000
2010,Channel Islands,Europe & Central Asia,High income,0
2010,Chile,Latin America & Caribbean,High income,2801000
2010,China,East Asia & Pacific,Upper middle income,55664000
2010,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,252000
2010,Cameroon,Sub-Saharan Africa,Lower middle income,573000
2010,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,194000
2010,Colombia,Latin America & Caribbean,Upper middle income,1405000
2010,Comoros,Sub-Saharan Africa,Low income,15000
2010,Cabo Verde,Sub-Saharan Africa,Lower middle income,336000
2010,Costa Rica,Latin America & Caribbean,Upper middle income,2100000
2010,Caribbean small states,Others,Others,5704000
2010,Cuba,Latin America & Caribbean,Upper middle income,2507000
2010,Curacao,Latin America & Caribbean,High income,342000
2010,Cayman Islands,Latin America & Caribbean,High income,288000
2010,Cyprus,Europe & Central Asia,High income,2173000
2010,Czech Republic,Europe & Central Asia,High income,8629000
2010,Germany,Europe & Central Asia,High income,26875000
2010,Djibouti,Middle East & North Africa,Lower middle income,51000
2010,Dominica,Latin America & Caribbean,Upper middle income,77000
2010,Denmark,Europe & Central Asia,High income,8744000
2010,Dominican Republic,Latin America & Caribbean,Upper middle income,4125000
2010,Algeria,Middle East & North Africa,Upper middle income,2070000
2010,East Asia & Pacific (developing only),Others,Others,119944434
2010,East Asia & Pacific (all income levels),Others,Others,195027346
2010,Europe & Central Asia (developing only),Others,Others,82071797
2010,Europe & Central Asia (all income levels),Others,Others,493373287
2010,Ecuador,Latin America & Caribbean,Upper middle income,1047000
2010,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,14051000
2010,Euro area,Others,Others,289318000
2010,Eritrea,Sub-Saharan Africa,Low income,84000
2010,Spain,Europe & Central Asia,High income,52677000
2010,Estonia,Europe & Central Asia,High income,2372000
2010,Ethiopia,Sub-Saharan Africa,Low income,468000
2010,European Union,Others,Others,384805000
2010,Fragile and conflict affected situations,Others,Others,24199322
2010,Finland,Europe & Central Asia,High income,3670000
2010,Fiji,East Asia & Pacific,Upper middle income,632000
2010,France,Europe & Central Asia,High income,76647000
2010,Faroe Islands,Europe & Central Asia,High income,0
2010,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,45000
2010,Gabon,Sub-Saharan Africa,Upper middle income,0
2010,United Kingdom,Europe & Central Asia,High income,28295000
2010,Georgia,Europe & Central Asia,Lower middle income,2032000
2010,Ghana,Sub-Saharan Africa,Lower middle income,931000
2010,Guinea,Sub-Saharan Africa,Low income,12000
2010,"Gambia, The",Sub-Saharan Africa,Low income,91000
2010,Guinea-Bissau,Sub-Saharan Africa,Low income,0
2010,Equatorial Guinea,Sub-Saharan Africa,High income,0
2010,Greece,Europe & Central Asia,High income,15007000
2010,Grenada,Latin America & Caribbean,Upper middle income,110000
2010,Greenland,Europe & Central Asia,High income,0
2010,Guatemala,Latin America & Caribbean,Lower middle income,1219000
2010,Guam,East Asia & Pacific,High income,1197000
2010,Guyana,Latin America & Caribbean,Lower middle income,152000
2010,High income,Others,Others,617525132
2010,"Hong Kong SAR, China",East Asia & Pacific,High income,20085000
2010,Honduras,Latin America & Caribbean,Lower middle income,863000
2010,Heavily indebted poor countries (HIPC),Others,Others,15583873
2010,Croatia,Europe & Central Asia,High income,9111000
2010,Haiti,Latin America & Caribbean,Low income,255000
2010,Hungary,Europe & Central Asia,High income,9510000
2010,Indonesia,East Asia & Pacific,Lower middle income,7003000
2010,Isle of Man,Europe & Central Asia,High income,0
2010,India,South Asia,Lower middle income,5776000
2010,Ireland,Europe & Central Asia,High income,7134000
2010,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2938000
2010,Iraq,Middle East & North Africa,Upper middle income,1518000
2010,Iceland,Europe & Central Asia,High income,489000
2010,Israel,Middle East & North Africa,High income,2803000
2010,Italy,Europe & Central Asia,High income,43626000
2010,Jamaica,Latin America & Caribbean,Upper middle income,1922000
2010,Jordan,Middle East & North Africa,Upper middle income,4207000
2010,Japan,East Asia & Pacific,High income,8611000
2010,Kazakhstan,Europe & Central Asia,Upper middle income,2991000
2010,Kenya,Sub-Saharan Africa,Lower middle income,1470000
2010,Kyrgyz Republic,Europe & Central Asia,Lower middle income,855000
2010,Cambodia,East Asia & Pacific,Low income,2508000
2010,Kiribati,East Asia & Pacific,Lower middle income,4700
2010,St. Kitts and Nevis,Latin America & Caribbean,High income,98000
2010,"Korea, Rep.",East Asia & Pacific,High income,8798000
2010,Kosovo,Europe & Central Asia,Lower middle income,0
